"RPTID","CAUSE","CAUSE_TXT","OPERATOR_ID","OWNER_OPERATOR_ID","NAME","OPSTREET","OPCITY","OPCOUNTY","OPSTATE","OPZIP","IHOUR","IDATE","IYEAR","LATITUDE","LONGITUDE","ACCITY","ACCOUNTY","ACSTATE","ACZIP","MPVST","SURNO","TELRN","TELID","TELDT","PPPRP","EMRPRP","ENVPRP","OPCPRP","OPCPRPO","PRODPRP","OPPRP","OOPPRP","OOPPRPO","PRPTY","SPILLED","COMM","CLASS","CLASS_TXT","SPUNIT","SPUNIT_TXT","LOSS","RECOV","GEN_CAUSE","GEN_CAUSE_TXT","LINE_SEG","IFED","INTER","OFFSHORE","OFFAREA","BNUMB","OFFST","OCS","OPPROP","PIPEROW","HCA","HCADESC","SYSPRT","SYSPRT_TXT","SYSPRTO","FAIL_OC","FAIL_OC_TXT","FAIL_OCO","PRTYR","INC_PRS","MOP","OPRS","LRTYPE","LRTYPE_TXT","LRTYPEO","LEAK","LEAK_TXT","PUNC_DIAM","RUPTURE","RUPTURE_TXT","RUPLN","PROPLN","UBLKVM","UBLKVA","UBLKVR","UBLKVC","DBLKVM","DBLKVA","DBLKVR","DBLKVC","SEGISO","VLVDIST","SEGCONF","INLINE","INLINE_TXT","DRHRMF","DRHRMFY","DRLRMF","DRLRMFY","DRUT","DRUTY","DRGEO","DRGEOY","DRCAL","DRCALY","DRCRK","DRCRKY","DRHARD","DRHARDY","DROTH","DROTHY","NPS","WALLTHK","SPEC","SMYS","SEAM","VALVE","MANU","MANYR","LOCLK","LOCLK_TXT","LOCLKO","DEPTH_COV","EFAT","NFAT","GPFAT","INJURE","EINJ","NINJ","GPINJ","SHUTDOWN","SHUTDAY","SHUTHR","SHUTMIN","IGNITE","EXPLO","EVAC","EVACNO","EVAC_REASON","EVAC_REASON_TEXT","STHH","STMN","FISH","BIRDS","TERRESTRIAL","SOIL","SOIL_YRD","IMPACT","REMEDIAL","RSURFACE","RGROUND","RSOIL","RVEG","RWILD","WATER","AMT_IN_WATER","OCEAN","SURFACE","GROUNDW","DRINK","DRINKSRC","DRINKSRC_TXT","COMP_BASED","DETECTED","DETECTED_TXT","DETECTEDO","DURLEAK_DAY","DURLEAK_HR"
20020140,24,"MISCELLANEOUS",31618,,"ENTERPRISE PRODUCTS OPERATING LP","PO BOX 9","GONZALES","ASCENSION","LA",70707,845,"4/2/2002",2002,"N 30 03' 23.6","W 93 41' 80.3",,"CALCASIEU","LA",,,"6626+60",598305,,"4/2/2002",0,0,10000,0,,0,200000,0,,210000,"YES","Y GRADE (RAW MAKE)",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",4,0,1,"CORROSION",,"NO",,"NO",,,,"NO","NO","NO","NO",,,,,,,,,,,,,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"NO",,,,,,,,,,,,,"NO","NO","NO","NO","NO",,,,,,,,,,,,,,
20020141,,,31174,,"EQUILON PIPELINE COMPANY LLC","777 WALKER STREET","HOUSTON","HARRIS                  ","TX",77002,900,"3/11/2002",2002,,,,"LOS ANGELES","CA",,,"0+00",,,,0,0,0,0,,27,0,500,"CLEANUP",527,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",30,30,7,"INCORRECT OPERATION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020142,,,31174,,"EQUILON PIPELINE COMPANY LLC","777 WALKER STREET","HOUSTON","HARRIS                  ","TX",77002,1405,"4/4/2002",2002,37.1841,-88.8882,"RAGLAND","BALLARD","KY",,518,"2525+06",,,,0,0,0,0,,27,0,8000,"REPAIR/CLEANUP",8027,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",25,15,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020143,9,"THIRD PARTY EXCAVATION DAMAGE",18275,,"SHELL CHEMICAL CO","PO DRAWER 308","SARALAND","MOBILE","AL",36571,930,"1/10/2002",2002,"30' 42'30","88 02' 30","MOBILE","MOBILE","AL",36610,,,590725,,"1/10/2002",0,70000,8000,4000,"DAILY INSPECTION OF AREA",2500,0,105000,"PIPE REPAIR",189500,"YES","DIESEL FUEL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",125,100,3,"EXCAVATION DAMAGE",,"NO","INTRASTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1983,30,720,"NO",4,"OTHER","THIRD PARTY PUNCTURE",,,,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",37500,37500,"YES",1,"YES","YES",1999,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,10,0.25,"API 5L GRB",48000,"ERW","ANSI RTG","US STEEL",1981,4,"UNDER GROUND",,40,0,0,0,0,0,0,0,"YES",20,0,0,"NO","NO","NO",,,,,,"NO","NO","NO","YES",60,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",6,"A THIRD PARTY",,3,0
20020144,,,31174,,"EQUILON PIPELINE COMPANY LLC","777 WALKER STREET","HOUSTON","HARRIS                  ","TX",77002,1100,"2/20/2002",2002,"N3200.923","W10200.856","MIDLAND","MIDLAND","TX",,,,,,,0,0,0,0,,40,0,2000,"REPAIR/CLEANUP",2040,"YES","DIESEL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",2,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020145,9,"THIRD PARTY EXCAVATION DAMAGE",30755,,"CITGO PRODUCTS PIPELINE CO","6100 S. YALE AVE., P.O. BOX 3758","TULSA","OSAGE","OK",74136,1000,"4/17/2002",2002,,,"LACY-LAKEVIEW","MCLENNAN","TX",76705,,"9617+22",599939,,"4/17/2002",5000,60000,45000,8000,"SOIL TESTING",840,0,52655,"LOSS OF PRODUCT",171495,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",20,12,3,"EXCAVATION DAMAGE","EAGLE SOUTH (116C)","NO","INTERSTATE","NO",,,,"NO","NO","YES","YES","OTHER POPULATION AREA",5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1948,250,1220,"NO",4,"OTHER","BACKHOE DAMAGE, GOUGE LEAK",,,,,,,,"NO","NO","YES","NO","NO","NO","YES","NO",69518,69518,"YES",1,"YES","YES",2001,"NO",,"NO",,"YES",2001,"NO",,"NO",,"NO",,"NO",,10,0.31,"GRADE B",36000,"SEAMLESS",,,1948,4,"UNDER GROUND",,48,0,0,0,0,0,0,0,"YES",1,1,0,"NO","NO","NO",,,,,,"NO","NO","NO","YES",840,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",6,"A THIRD PARTY",,0,4
20020146,,,4472,,"KINDER MORGAN ENERGY PARTNERS, L.P.","500 DALLAS ST, SUITE 1000","HOUSTON","HARRIS","TX",77002,510,"4/13/2002",2002,"N40-35.182'","W96-16.431","BURR","OTOE","NE",68324,,"LINE 102 UNIT 1 UNADILLA ",,,,0,0,0,0,,75,0,2651,"REPAIRS",2726,"YES","NORMAL BUTANE",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",4,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020147,,,18092,,"SFPP, LP","500 DALLAS SUITE 1000","HOUSTON","HOUSTON","TX",77002,50,"4/20/2002",2002,"W118 23' 389""","N33 84' 645""","CARSON","LOS ANGELES","CA",90810,,,,,,0,0,0,0,,24,0,1200,"SEAL REPLACEMENT",1224,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",25,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020148,9,"THIRD PARTY EXCAVATION DAMAGE",31189,,"BP PIPELINE (NORTH AMERICA) INC.","801 W WARRENSVILLE RD","LISLE","DUPAGE","IL",60532,1108,"4/17/2002",2002,"N 42.62657","W 91.33514","EDGEWOOD","DELAWARE","IA",,,"12544+39",599918,,"4/17/2002",15000,50000,500000,0,,3300,10000,0,,578300,"YES","UNLEADED GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",200,150,3,"EXCAVATION DAMAGE","DUBUQUE TWIN CITIES 10","NO","INTRASTATE","NO",,,,"NO","NO","YES","NO",,4,"OTHER","MAINLINE PIPE",1,"BODY OF PIPE",,1947,904,1230,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,10,0.28,"API 5L",35000,"SEAMLESS",,"JONES & LAUGHLIN",1947,4,"UNDER GROUND",,27,0,0,0,0,0,0,0,"YES",1,20,0,"NO","NO","NO",,,,,,"NO","NO","NO","YES",4000,"YES","YES","NO","YES","YES","NO","NO","YES",1,,,"YES","NO",,,"YES",6,"A THIRD PARTY",,0,11
20020149,8,"OPERATOR EXCAVATION DAMAGE",31189,,"BP PIPELINE (NORTH AMERICA) INC.","801 W WARRENSVILLE RD","LISLE","DUPAGE","IL",60532,1300,"4/22/2002",2002,"N34 D 30.653'","W97 24.458'",,"GARVIN","OK",,"MP 22.4 INV 1195+39",,600400,,"4/22/2002",0,10000,1259567,0,,12500,1000,0,,1283067,"YES","PETROLEUM CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",600,550,3,"EXCAVATION DAMAGE","HEALDTON TO ELLIS JCT","NO","INTERSTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,11,"WELDED FITTING",,1964,400,620,"NO",4,"OTHER","FITTING BROKEN WHEN HIT BY TRACK HOE",,,,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",14256,14256,,1,"YES","YES",2001,"NO",,"NO",,"YES",2001,"NO",,"NO",,"NO",,"NO",,8,0.32,"API 5L",35000,"SEAMLESS",,"NATIONAL ",1932,1,"OPEN DITCH",,,0,0,0,0,0,0,0,"YES",0,9,0,"NO","NO","NO",,,,,,"NO","NO","NO","YES",9339,"NO","YES","NO","NO","YES","YES","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,0,3
20020150,3,"EARTH MOVEMENT",31551,,"PENN OCTANE CORPORATION","902 CHEMICAL RD","BROWNSVILLE","CAMERON","TX",78521,1230,"4/21/2002",2002,"25.97.23W","97.23.28N",,"CAMERON","TX",78521,,,,,"4/30/2002",0,0,0,0,,165,0,0,,165,"YES","LPG MIX",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",0,0,2,"NATURAL FORCES","TERMINAL EQUIP","NO",,"NO",,,,"NO","YES","NO","NO",,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,4,"PUMP",,2001,1000,300,,,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,"RELIEF","CROSBY",,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"YES",0,0,45,"NO","NO","NO",,,,0,45,"NO","NO","NO","NO",,"YES","NO","NO","NO","NO","NO","NO","NO",,,,,,,,,,,,,
20020151,19,"PIPE SEAM WELD",12127,,"MARATHON PIPE LINE LLC","539 S MAIN ST","FINDLAY","HANCOCK","OH",45840,1109,"4/29/2002",2002,"N38.819432","W 90.018871",,"MADISON","IL",62084,,"2693+92.6",601235,,"4/29/2002",317500,2859000,1250000,0,,81525,142000,0,,4650025,"YES","MID-CONTINENT SWEET CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",3261,488,5,"MATERIAL AND/OR WELD FAILURES","STATION PIPING VALVE","NO","INTERSTATE","NO",,,,"NO","NO","YES","YES","HPA- ROXANNA, IL",5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,2,"PIPE SEAM",,1949,816,940,"NO",2,"RUPTURE",,,,,2,"LONGITUDINAL-TEAR/CRACK",0,46,"YES","NO","NO","NO","YES","NO","NO","NO",121808,121808,"YES",1,"YES","NO",,"YES",1989,"NO",,"NO",,"YES",1989,"NO",,"NO",,"NO",,22,0.34,"API 5L",46000,"ERW",,"YOUNGSTOWN",1948,4,"UNDER GROUND",,43,0,0,0,0,0,0,0,"YES",2,9,10,"NO","NO","NO",,,,0,0,"NO","NO","NO","YES",18000,"NO","YES","NO","NO","YES","NO","NO","YES",5,"NO","YES","NO","NO",,,"YES",1,"CPM/SCADA-BASED SYSTEM WITH LEAK DETECTION",,0,
20020152,3,"EARTH MOVEMENT",31189,,"BP PIPELINE (NORTH AMERICA) INC.","801 WARRENSVILLE ROAD","LISLE","DUPAGE","IL",60532,830,"4/29/2002",2002,"N 35D 6.718'","W 97D 3.307'","TRIBBEY","POTTAWATOMIE","OK",74852,"TRIBBEY STATION",,601207,,"4/29/2002",0,25000,182050,0,,1000,5000,0,,213050,"YES","PETROLEUM CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",75,60,2,"NATURAL FORCES","TRIBBEY STATION","NO","INTERSTATE","NO",,,,"NO","YES","NO","NO",,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,14,"OTHER","THREADED FITTING",2002,620,620,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,,,4,"UNDER GROUND",,24,0,0,0,0,0,0,0,"YES",0,12,0,"NO","NO","NO",,,,,,"NO","NO","NO","YES",50,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,1,0
20020153,1,"CORROSION, EXTERNAL",31623,,"SUNOCO PIPELINE LP","907 SOUTH DETROIT","TULSA","TULSA","OK",74102,1030,"3/25/2002",2002,"N 33 47.093'","W100 03.251'",,"KING","TX",,"2271+76",,,,,1000,0,0,0,,15,0,0,,1015,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",1,0,1,"CORROSION","TRUSCOTT TO CHILDRESS","NO","INTRASTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1927,625,800,"NO",1,"LEAK",,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,"YES",2,"NO","NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,10,0.37,"GRADE A",1630,"LAP WELD",,,,4,"UNDER GROUND",,24,0,0,0,0,0,0,0,"YES",,,,"NO","NO","NO",,,,,,"NO","NO","NO","YES",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",5,"AIR PATROL OR GROUND SURVEILLANCE",,,
20020154,,,19237,,"TE PRODUCTS PIPELINE CO., LP","2929 ALLEN PARKWAY","HOUSTON","HARRIS","TX",77019,1209,"5/14/2002",2002,"N 29 84' 65","W94 89' 41","MONT BELVIEU","CHAMBERS","TX",77580,,,,,,0,0,0,0,,35,0,3500,"CLEAN UP COSTS",3535,"YES","NATURAL GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",1,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020155,,,19237,,"TE PRODUCTS PIPELINE CO., LP","2929 ALLEN PARKWAY","HOUSTON","HARRIS","TX",77019,1210,"5/17/2002",2002,"N30 02' 33","W94 01' 55","BEAUMONT","JEFFERSON","TX",77662,,,,,,0,0,0,0,,35,0,2000,"CLEAN UP COSTS",2035,"YES","DIESEL HIGH SULFUR",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",10,10,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020156,,,22610,,"WILLIAMS PIPE LINE COMPANY","P.O. BOX 21628","TULSA","TULSA","OK","74101-1628",1605,"4/23/2002",2002,46.83842,-96.79846,,"CASS","ND",,"99+35",,,,,0,3500,10000,0,,20,0,0,,13520,"YES","FUEL OIL ",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",20,18,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020157,23,"INCORRECT OPERATION",18092,,"SFPP, LP","500 DALLAS SUITE 1000","HOUSTON","HOUSTON","TX",77002,625,"4/21/2002",2002,"N38 00240","W122 03240","CONCORD","CONTRA COSTA","CA",94520,,,,,,0,0,0,0,,389,0,9250,"ENVIRONMENTAL CLEANUP",9639,"YES","DIESEL FUEL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",13,0,7,"INCORRECT OPERATION",,"NO","INTERSTATE","NO",,,,"NO","YES","NO","YES","HPA OPA",3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,5,"SUMP",,1965,265,275,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,,,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"YES",0,1,0,"NO","NO","NO",,,,,,"NO","NO","NO","YES",45,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,
20020158,,,31174,,"EQUILON PIPELINE COMPANY LLC","777 WALKER STREET","HOUSTON","HARRIS                  ","TX",77002,1130,"4/7/2002",2002,,,"LOST HILLS","KERN","CA",93249,,"426+28.5",,,,0,0,0,0,,26,0,1000,"REPAIR/CLEANUP",1026,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",35,35,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020159,,,31174,,"EQUILON PIPELINE COMPANY LLC","777 WALKER STREET","HOUSTON","HARRIS                  ","TX",77002,1530,"4/27/2002",2002,,,"BAKERSFIELD","KERN","CA",93308,,"0+00",,,,0,0,0,0," ",26,0,1000,"REPAIR/CLEANUP",1026,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",30,30,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020160,2,"CORROSION, INTERNAL",31623,,"SUNOCO PIPELINE LP","907 SOUTH DETROIT","TULSA","TULSA","OK",74102,1120,"4/14/2002",2002,"31 51' 38N","099 14' 16W","SANTA ANNA","COLEMAN","TX",76878,,,599582,,"4/14/2002",0,0,0,0,,1150,0,36000,"CLEAN UP/REPAIR COSTS",37150,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",50,18,1,"CORROSION","BALLINGER TO COMYN 8","NO","INTRASTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1925,160,280,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,"YES",2,"NO","NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,8,0.32,"GRADE A",1493,"LAP WELD",,,,4,"UNDER GROUND",,30,0,0,0,0,0,0,0,"YES",1,1,0,"NO","NO","NO",,,,,,"NO","NO","NO","YES",0,"NO","YES","NO","NO","YES","NO","NO","YES",0,"NO","YES","NO","NO",,,"NO",6,"A THIRD PARTY",,0,0
20020161,,,4805,,"EXPLORER PIPELINE CO","PO BOX 2650","TULSA","TULSA","OK",74101,930,"5/11/2002",2002,"N 29 49 12","W 95 09 13","HOUSTON","HARRIS","TX",77049,28,"HOUSTON STATION","NA",,,0,0,0,0,,33,0,3640,"RESPONSE, CLEANUP, REMEDIATION",3673,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",2,1,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020162,,,15156,,"SINCLAIR PIPELINE CO","PO BOX 30825, 550 EAST SOUTH TEMPLE","SALT LAKE CITY","SALT LAKE","UT",84102,645,"4/4/2002",2002,,,"SINCLAIR","CARBON","WY",82334,,"0+00",598492,,"4/4/2002",0,0,0,0,,7,100,0,,107,"YES","UNLEADED GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",10,0,7,"INCORRECT OPERATION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020163,,,879,,"CHEMOIL REFINING","2365 E SEPULVEDA BLVD","LONG BEACH","LOS ANGELES","CA",90810,300,"4/30/2002",2002,"33 45' 5"" N","118 12' 30"" W","LONG BEACH","LOS ANGELES","CA",90802,,,601316,,"4/30/2002",0,20000,0,0,,100,0,0,,20100,"YES","FUEL OIL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",3,3,1,"CORROSION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020164,,,31454,,"VALERO LOGISTICS OPERATIONS, L.P","6000 N LOOP 1604 W PO BOX 69600","SAN ANTONIO","BEXAR","TX",78269,1845,"4/24/2002",2002,34.209612,-97.544302,"HEALDTON","CARTER","OK",73438,"AMOCO PUMP STATION",,"N/A",,,0,0,500,0,,92,0,0,,592,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",4,0,7,"INCORRECT OPERATION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020165,,,2371,,"CINIZA PIPELINE INC","111 COUNTY ROAD 4990","BLOOMFIELD","SAN JUAN","NM",87413,1000,"5/6/2002",2002,"26  28.40N","108  07.61W","BLOOMFIELD","SAN JUAN","NM",87413,"N/A","P/L STATION (BISTI)",,,,0,0,0,0,,20,0,0,,20,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",10,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020166,,,31174,,"EQUILON PIPELINE COMPANY LLC","777 WALKER STREET","HOUSTON","HARRIS                  ","TX",77002,1425,"5/6/2002",2002,,,"WICHITA FALLS","WICHITA","TX",,341.6,,,,,0,0,0,0,,25,0,250,"REPAIR",275,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",42,32,1,"CORROSION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
